ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1943,0.305,0.0025,0.005,0.2075,0.48
1944,0.605,0.0,0.0,0.0175,0.3775
1945,0.897,0.0,0.0025,0.0225,0.078
1946,0.0175,0.0125,0.2475,0.0425,0.68
1947,0.385,0.0,0.0275,0.5725,0.015
1948,0.02,0.01,0.1925,0.025,0.7525
1949,0.715,0.0,0.0,0.175,0.11
1950,0.64,0.0,0.0025,0.285,0.0725
1951,0.7125,0.0,0.005,0.0725,0.21
1952,0.0125,0.01,0.04,0.0,0.9375
1953,0.115,0.0775,0.0625,0.055,0.69
1954,0.49375,0.0,0.0125,0.42375,0.07
1955,0.5675,0.0575,0.0175,0.178333333333,0.179166666667
1956,0.385,0.0025,0.0025,0.55,0.06
1957,0.5625,0.0,0.0125,0.0375,0.3875
1958,0.46,0.0,0.195,0.13,0.215
1959,0.74,0.0,0.01,0.05,0.2
1960,0.9625,0.0,0.0,0.0125,0.025
1961,0.1,0.0,0.04,0.0175,0.8425
1962,0.0,0.0125,0.02,0.0,0.9675
1963,0.005,0.0,0.0525,0.0275,0.915
1964,0.095,0.0,0.0075,0.0925,0.805
1965,0.2175,0.0,0.025,0.015,0.7425
1966,0.6325,0.0,0.0075,0.1375,0.2225
1967,0.703333333333,0.0075,0.0,0.189166666667,0.1
1968,0.87625,0.0,0.005,0.02,0.09875
1969,0.98,0.0,0.0,0.0175,0.0025
1970,0.7125,0.0,0.0275,0.2125,0.0475
1971,0.265,0.0,0.0225,0.505,0.2075
1972,0.9475,0.0,0.0,0.02,0.0325
1973,0.4975,0.21,0.01,0.0375,0.245
1974,0.7975,0.0025,0.0,0.1275,0.0725
1975,0.37,0.0,0.0225,0.1225,0.485
1976,0.955,0.0,0.0025,0.0125,0.03
1977,0.01,0.0075,0.0175,0.0,0.965
1978,0.6575,0.0,0.06,0.07,0.2125
1979,0.175,0.05,0.0575,0.535,0.1825
1980,0.788333333333,0.0,0.0,0.0075,0.204166666667
1981,0.205,0.0025,0.0325,0.095,0.665
1982,0.7325,0.0,0.0025,0.0525,0.2125
1983,0.475,0.0025,0.03,0.2975,0.195
1984,0.1625,0.0025,0.0075,0.1325,0.695
1985,0.7925,0.0,0.005,0.0175,0.185
1986,0.29,0.0,0.03,0.28,0.4
1987,0.025,0.035,0.3775,0.005,0.5575
1988,0.92,0.0,0.0,0.0525,0.0275
1989,0.0275,0.0225,0.005,0.0,0.945
1990,0.985,0.0,0.0,0.0,0.015
1991,0.84875,0.0,0.005,0.005,0.14125
1992,0.2725,0.0,0.0,0.17,0.5575
1993,0.5075,0.0,0.0375,0.145,0.31
1994,0.9725,0.0,0.0025,0.015,0.01
1995,0.315,0.0,0.0425,0.42,0.2225
1996,0.4225,0.0,0.025,0.46,0.0925
1997,0.165,0.07,0.0225,0.1275,0.615
1998,0.515,0.0,0.12,0.2575,0.1075
1999,0.3175,0.0,0.05,0.4175,0.215
2000,0.5125,0.0,0.005,0.3975,0.085
2001,0.0,0.0,0.0583333333333,0.0,0.941666666667
2002,0.0175,0.025,0.1625,0.0325,0.7625
2003,0.805,0.0,0.0,0.005,0.19
2004,0.5875,0.0025,0.02,0.1,0.29
2005,0.3425,0.0,0.04,0.5125,0.105
2006,0.6425,0.0,0.025,0.18,0.1525
2007,0.8575,0.0,0.015,0.025,0.1025
2008,0.36,0.0,0.0325,0.33,0.2775
2009,0.425,0.0,0.0075,0.415,0.1525
2010,0.26,0.0,0.0225,0.1375,0.58
2011,0.925,0.0,0.0,0.075,0.0
2012,0.2175,0.0025,0.0225,0.301875,0.455625
2013,0.5625,0.0025,0.0,0.035,0.4
2014,0.5775,0.0,0.005,0.225,0.1925
2015,0.1875,0.005,0.055,0.425,0.3275
2016,0.885,0.0,0.0,0.0525,0.0625
2017,0.73,0.0,0.0025,0.0925,0.175
2018,0.28,0.0,0.025,0.4975,0.1975
2019,0.32,0.0,0.0075,0.1675,0.505
2020,0.4325,0.0,0.0375,0.325,0.205
2021,0.14,0.0,0.025,0.7625,0.0725
2022,0.16,0.005,0.005,0.045,0.785
2023,0.4,0.0,0.03,0.3825,0.1875
2024,0.165,0.0,0.01,0.76,0.065
2025,0.7525,0.01,0.01,0.2,0.0275
2026,0.9875,0.0,0.0,0.0075,0.005
2027,0.0,0.025,0.0425,0.01,0.9225
2028,0.28,0.0,0.0025,0.5625,0.155
2029,0.0075,0.0,0.0425,0.1675,0.7825
2030,0.8725,0.0,0.02,0.0875,0.02
2031,0.78,0.0,0.0,0.02,0.2
2032,0.0,0.0,0.07,0.0,0.93
2033,0.5375,0.015,0.0025,0.225,0.22
2034,0.0075,0.0375,0.0275,0.0,0.9275
2035,0.41,0.0,0.035,0.285,0.27
2036,0.35,0.0,0.02,0.4775,0.1525
2037,0.0,0.01,0.0375,0.0025,0.95
2038,0.0175,0.005,0.275,0.0,0.7025
2039,0.27,0.0,0.055,0.545,0.13
2040,0.2725,0.0,0.0425,0.3275,0.3575
2041,0.7875,0.005,0.055,0.0275,0.125
2042,0.0,0.0,0.0125,0.0108333333333,0.976666666667
2043,0.658125,0.0,0.0025,0.0875,0.251875
2044,0.2525,0.0025,0.015,0.5475,0.1825
2045,0.3275,0.0,0.03,0.43,0.2125
2046,0.425,0.0,0.015,0.515,0.045
2047,0.415,0.0,0.0675,0.14,0.3775
2048,0.595,0.0,0.0,0.3575,0.0475
2049,0.0025,0.035,0.0625,0.0,0.9
2050,0.4675,0.0,0.065,0.0725,0.395
2051,0.02,0.0225,0.0825,0.0775,0.7975
2052,0.145,0.0025,0.065,0.59,0.1975
2053,0.1275,0.0,0.0825,0.0975,0.6925
2054,0.835,0.0,0.0,0.11,0.055
2055,0.34875,0.0,0.065,0.52875,0.0575
2056,0.0875,0.0075,0.1675,0.5225,0.215
2057,0.7675,0.0,0.0,0.17,0.0625
2058,0.0,0.0,0.0325,0.0,0.9675
2059,0.585,0.0,0.01,0.1075,0.2975
2060,0.8475,0.0,0.0,0.0225,0.13
2061,0.51,0.0025,0.0025,0.3625,0.1225
2062,0.615,0.0,0.0425,0.0025,0.34
2063,0.085,0.0,0.0,0.01,0.905
2064,0.7325,0.0,0.005,0.21,0.0525
2065,0.2925,0.0,0.0025,0.1025,0.6025
2066,0.0,0.0025,0.1575,0.2225,0.6175
2067,0.05,0.0,0.1675,0.525,0.2575
2068,0.1275,0.1175,0.11,0.0175,0.6275
2069,0.0175,0.015,0.2925,0.2725,0.4025
2070,0.86,0.0,0.0,0.0525,0.0875
2071,0.8,0.0,0.005,0.01,0.185
2072,0.495,0.0,0.01,0.08,0.415
2073,0.2875,0.0025,0.015,0.09,0.605
2074,0.6175,0.0,0.0125,0.18,0.19
2075,0.2825,0.0,0.005,0.575,0.1375
2076,0.46,0.0,0.005,0.375,0.16
2077,0.0,0.0,0.08,0.01,0.91
2078,0.06,0.0,0.045,0.045,0.85
2079,0.6475,0.0025,0.0275,0.1825,0.14
2080,0.55,0.0,0.005,0.2725,0.1725
2081,0.5,0.0,0.11,0.2525,0.1375
2082,0.2425,0.0,0.035,0.6075,0.115
2083,0.72,0.0,0.005,0.09,0.185
2084,0.03,0.0,0.14,0.69,0.14
2085,0.47,0.0,0.0325,0.4475,0.05
2086,0.9675,0.0,0.0,0.0225,0.01
2087,0.45,0.0025,0.015,0.475,0.0575
2088,0.9125,0.0,0.0,0.06,0.0275
2089,0.0025,0.0075,0.0425,0.0,0.9475
2090,0.8475,0.0,0.0125,0.075,0.065
2091,0.0775,0.005,0.03,0.23,0.6575
2092,0.0,0.015,0.0275,0.0,0.9575
2093,0.98,0.0,0.0,0.0,0.02
2094,0.0,0.02,0.0775,0.01,0.8925
2095,0.295,0.0,0.04,0.57,0.095
2096,0.0,0.0025,0.0225,0.0025,0.9725
2097,0.36,0.0,0.015,0.605,0.02
2098,0.01,0.0025,0.0325,0.0,0.955
2099,0.0025,0.0075,0.2825,0.0025,0.705
2100,0.4525,0.0,0.01,0.2875,0.25
2101,0.0025,0.0125,0.0575,0.0,0.9275
2102,0.0075,0.06,0.1025,0.03,0.8
2103,0.89625,0.0,0.0,0.0025,0.10125
2104,0.0,0.0575,0.225,0.005,0.7125
2105,0.0275,0.0475,0.055,0.385,0.485
2106,1.0,0.0,0.0,0.0,0.0
2107,0.2025,0.0,0.015,0.49,0.2925
2108,0.7775,0.005,0.005,0.005,0.2075
2109,0.715,0.0,0.0075,0.2125,0.065
2110,0.1925,0.01,0.0575,0.386666666667,0.353333333333
2111,0.875,0.0,0.0,0.08,0.045
2112,0.045,0.0075,0.095,0.01,0.8425
2113,0.2025,0.0,0.08,0.5675,0.15
2114,0.585,0.005,0.005,0.1,0.305
2115,0.11,0.0,0.0275,0.115,0.7475
2116,0.697291666667,0.0,0.005,0.2125,0.0852083333333
2117,0.225,0.0025,0.1375,0.385,0.25
2118,0.6575,0.0,0.045,0.2575,0.04
2119,0.2125,0.0,0.005,0.44,0.3425
2120,0.2825,0.0,0.0025,0.1275,0.5875
2121,0.37,0.0,0.0375,0.3125,0.28
2122,0.69,0.0,0.025,0.1775,0.1075
2123,0.15,0.0,0.0075,0.055,0.7875
2124,0.74,0.0,0.0125,0.0475,0.2
2125,0.5625,0.0,0.0,0.255,0.1825
2126,0.35,0.0025,0.135,0.3225,0.19
2127,0.801958333333,0.0,0.0,0.0,0.198041666667
2128,0.01,0.0025,0.0925,0.2025,0.6925
2129,0.845,0.0,0.0075,0.1125,0.035
2130,0.2425,0.0375,0.18,0.1925,0.3475
2131,0.0225,0.005,0.245,0.0975,0.63
2132,0.65,0.0,0.0175,0.2425,0.09
2133,0.0,0.0375,0.2275,0.0,0.735
2134,0.0,0.0,0.085,0.0,0.915
2135,0.0025,0.0025,0.015,0.0,0.98
2136,0.8775,0.0,0.0025,0.1,0.02
2137,0.3,0.0,0.005,0.0775,0.6175
2138,0.7425,0.0,0.0,0.0125,0.245
2139,0.0,0.0075,0.0175,0.0025,0.9725
2140,0.195,0.0025,0.02,0.4525,0.33
2141,0.5275,0.0225,0.0475,0.3375,0.065
2142,0.0225,0.0025,0.0775,0.77,0.1275
2143,0.665,0.0,0.0175,0.0725,0.245
2144,0.79,0.0,0.0025,0.165,0.0425
2145,0.0025,0.0175,0.1025,0.0125,0.865
2146,0.3575,0.0025,0.0125,0.125,0.5025
2147,0.3075,0.0075,0.03,0.595,0.06
2148,0.3175,0.0,0.0775,0.57,0.035
2149,0.0125,0.0075,0.005,0.0,0.975
2150,0.0675,0.0075,0.01,0.005,0.91
2151,0.7,0.0,0.0025,0.075,0.2225
2152,0.925,0.0,0.0,0.0125,0.0625
2153,0.2575,0.0,0.0075,0.1875,0.5475
2154,0.98,0.0,0.0,0.005,0.015
2155,0.5575,0.0,0.0075,0.2025,0.2325
2156,0.275,0.0025,0.0125,0.0675,0.6425
2157,0.24,0.0075,0.0425,0.0,0.71
2158,0.4625,0.0,0.0175,0.22,0.3
2159,0.0725,0.0675,0.1225,0.0175,0.72
2160,0.7725,0.0,0.0,0.0975,0.13
2161,0.8425,0.0,0.0,0.1075,0.05
2162,0.7925,0.0,0.0025,0.1825,0.0225
2163,0.98,0.0,0.0,0.01,0.01
2164,0.055,0.0,0.0325,0.06,0.8525
2165,0.9775,0.0,0.0225,0.0,0.0
2166,0.425,0.0,0.0025,0.5025,0.07
2167,0.28,0.0,0.0125,0.255,0.4525
2168,0.9475,0.0025,0.0025,0.0175,0.03
2169,0.795,0.0,0.005,0.045,0.155
2170,0.0,0.0,0.005,0.0,0.995
2171,0.48,0.0,0.0,0.0825,0.4375
2172,0.814375,0.0,0.005,0.0075,0.173125
2173,0.3125,0.0,0.01,0.16875,0.50875
2174,0.3675,0.0,0.0275,0.5325,0.0725
2175,0.629375,0.015,0.015,0.17,0.170625
2176,0.375,0.0,0.045,0.51,0.07
2177,0.5925,0.0,0.0075,0.3475,0.0525
2178,0.4325,0.0,0.12,0.1525,0.295
2179,0.7225,0.0025,0.0025,0.135,0.1375
2180,0.485,0.0,0.01,0.32625,0.17875
2181,0.543083333333,0.0,0.0,0.0775,0.379416666667
2182,0.645,0.0,0.04,0.265,0.05
2183,0.4525,0.0,0.0025,0.015,0.53
2184,0.3275,0.0,0.05,0.21,0.4125
2185,0.31,0.0,0.0375,0.5325,0.12
2186,0.2675,0.0025,0.0975,0.4875,0.145
2187,0.66,0.0,0.0,0.03,0.31
2188,0.2175,0.0,0.0775,0.575,0.13
2189,0.4725,0.0,0.015,0.2025,0.31
2190,0.4025,0.0,0.0325,0.3925,0.1725
2191,0.655,0.0025,0.065,0.2425,0.035
2192,0.3925,0.0,0.08,0.26,0.2675
2193,0.6575,0.0,0.0025,0.245,0.095
2194,0.0,0.0225,0.0225,0.0,0.955
2195,0.2825,0.0075,0.1725,0.2,0.3375
2196,0.2675,0.0,0.145,0.127083333333,0.460416666667
2197,0.4375,0.0,0.01,0.52,0.0325
2198,0.235,0.0025,0.04,0.5025,0.22
2199,0.0,0.0,0.0258333333333,0.0025,0.971666666667
2200,0.0375,0.0025,0.1375,0.305,0.5175
2201,0.91625,0.0125,0.0025,0.04125,0.0275
2202,0.4425,0.0075,0.0475,0.1375,0.365
2203,0.0,0.0075,0.1025,0.0,0.89
2204,0.0175,0.0375,0.13,0.005,0.81
2205,0.1,0.0,0.105,0.555,0.24
2206,0.2875,0.0,0.0175,0.485,0.21
2207,0.8125,0.0,0.0,0.17,0.0175
2208,0.0225,0.015,0.0325,0.0,0.93
2209,0.1875,0.0,0.125,0.51,0.1775
2210,0.2775,0.0,0.0475,0.5525,0.1225
2211,0.8525,0.0,0.0025,0.0125,0.1325
2212,0.446666666667,0.005,0.0025,0.06,0.485833333333
2213,0.31,0.0,0.0375,0.5225,0.13
2214,0.425,0.0,0.05,0.435,0.09
2215,0.015,0.0275,0.4425,0.305,0.21
2216,0.8125,0.0,0.0,0.145,0.0425
2217,0.2025,0.08,0.0025,0.0,0.715
2218,0.0,0.0272142857143,0.0520238095238,0.0,0.920761904762
2219,0.15,0.0075,0.1275,0.16,0.555
2220,0.55,0.0,0.005,0.3875,0.0575
2221,0.4525,0.0025,0.0175,0.3375,0.19
2222,0.91,0.0,0.0,0.0,0.09
2223,0.9025,0.0,0.0,0.04,0.0575
2224,0.385,0.05,0.0425,0.3725,0.15
2225,0.3025,0.0,0.2475,0.225,0.225
2226,0.9625,0.0,0.0,0.0225,0.015
2227,0.2775,0.0,0.1425,0.115,0.465
2228,0.445,0.0,0.0125,0.4675,0.075
2229,0.435,0.0625,0.035,0.005,0.4625
2230,0.5075,0.0,0.025,0.355,0.1125
2231,0.0,0.0,0.015,0.0,0.985
2232,0.2975,0.0,0.1175,0.1975,0.3875
2233,0.6075,0.0025,0.0225,0.24,0.1275
2234,0.9725,0.0,0.0,0.0125,0.015
2235,0.4425,0.0025,0.04,0.2,0.315
2236,0.2475,0.0075,0.045,0.445,0.255
2237,0.31,0.0,0.02,0.5375,0.1325
2238,0.0,0.0,0.045,0.0,0.955
2239,0.6825,0.0,0.0,0.1075,0.21
2240,0.585,0.0,0.03,0.29,0.095
2241,0.68,0.0,0.025,0.0625,0.2325
2242,0.51,0.0,0.0075,0.1375,0.345
2243,0.5675,0.0,0.01,0.2075,0.215
2244,0.2775,0.0,0.0725,0.3675,0.2825
2245,0.3275,0.0,0.03,0.5925,0.05
2246,0.0,0.0,0.0,0.0,1.0
2247,0.2425,0.0125,0.1675,0.0625,0.515
2248,0.2675,0.0,0.0675,0.4425,0.2225
2249,0.0,0.0,0.0025,0.0,0.9975
2250,0.65625,0.0,0.025,0.1575,0.16125
2251,0.9375,0.0,0.0,0.015,0.0475
2252,0.25375,0.0,0.03,0.455,0.26125
2253,0.0075,0.0025,0.12,0.3875,0.4825
2254,0.9575,0.0,0.0,0.03,0.0125
2255,0.0,0.0,0.0,0.0,1.0
2256,0.695,0.0,0.02,0.2325,0.0525
2257,0.01,0.0375,0.2775,0.0,0.675
2258,0.3675,0.0,0.01,0.105,0.5175
2259,0.4725,0.0,0.035,0.125,0.3675
2260,0.32,0.0075,0.015,0.4625,0.195
2261,0.7175,0.0,0.01,0.015,0.2575
2262,0.675,0.0,0.0225,0.11,0.1925
2263,0.0475,0.0025,0.08,0.1775,0.6925
2264,0.0,0.01,0.005,0.0025,0.9825
2265,0.0975,0.0,0.125,0.445,0.3325
2266,0.54,0.0025,0.0025,0.2575,0.1975
2267,0.73,0.0,0.01,0.19,0.07
2268,0.1525,0.06,0.2225,0.05,0.515
2269,0.0,0.015,0.1425,0.0,0.8425
2270,0.0,0.0025,0.005,0.0,0.9925
2271,0.4625,0.0,0.0175,0.3125,0.2075
2272,0.0,0.0,0.015,0.0,0.985
2273,0.69,0.0,0.0,0.225,0.085
2274,0.56,0.0,0.005,0.2275,0.2075
2275,0.7875,0.0,0.0,0.0725,0.14
2276,0.0425,0.0025,0.1325,0.0025,0.82
2277,0.63,0.0,0.03,0.2,0.14
2278,0.305,0.0,0.0375,0.5275,0.13
2279,0.0,0.0,0.005,0.0,0.995
2280,0.2125,0.2025,0.01,0.0075,0.5675
2281,0.88,0.0,0.0,0.0525,0.0675
2282,0.425,0.0,0.0125,0.48,0.0825
2283,0.5575,0.0,0.09,0.2275,0.125
2284,0.845,0.0,0.0225,0.0325,0.1
2285,0.875833333333,0.005,0.0,0.0175,0.101666666667
2286,0.3075,0.0025,0.035,0.485,0.17
2287,0.0125,0.0225,0.2125,0.0,0.7525
2288,0.3775,0.0,0.0025,0.1625,0.4575
2289,0.12,0.0,0.0625,0.195,0.6225
2290,0.26,0.0075,0.035,0.225,0.4725
2291,0.33,0.0,0.01,0.61,0.05
2292,0.205,0.0025,0.365,0.0825,0.345
2293,0.4875,0.0075,0.035,0.0475,0.4225
2294,0.78,0.0,0.005,0.07,0.145
2295,0.6475,0.0025,0.0,0.255,0.095
2296,0.870416666667,0.0,0.0,0.005,0.124583333333
2297,0.51,0.0,0.0075,0.425,0.0575
2298,0.03,0.0025,0.1775,0.43,0.36
2299,0.605,0.0,0.0075,0.295,0.0925
2300,0.28,0.0,0.01,0.6,0.11
2301,0.625,0.0,0.045,0.0954166666667,0.234583333333
2302,0.1975,0.0,0.13,0.0875,0.585
2303,0.005,0.02,0.045,0.01,0.92
2304,0.4225,0.0,0.06,0.325,0.1925
2305,0.005,0.0,0.1975,0.515,0.2825
2306,0.62,0.0,0.02,0.3025,0.0575
2307,0.1475,0.0075,0.065,0.21,0.57
2308,0.175,0.0125,0.085,0.035,0.6925
2309,0.0,0.015,0.0225,0.0025,0.96
2310,0.0,0.0,0.0225,0.0,0.9775
2311,0.0,0.025,0.0675,0.0,0.9075
2312,0.0975,0.0,0.005,0.025,0.8725
2313,0.6125,0.0,0.01,0.2775,0.1
2314,0.6675,0.0,0.0075,0.1925,0.1325
2315,0.4225,0.0,0.0175,0.09,0.47
2316,0.639375,0.0,0.0075,0.285625,0.0675
2317,0.02,0.0125,0.225,0.0,0.7425
2318,0.7025,0.0,0.0025,0.0125,0.2825
2319,0.0,0.0025,0.0675,0.0025,0.9275
2320,0.015,0.0175,0.45,0.225,0.2925
2321,0.915,0.0,0.0,0.03,0.055
2322,0.88,0.0,0.0075,0.045,0.0675
2323,0.68,0.0075,0.01,0.06,0.2425
2324,0.79,0.005,0.005,0.115,0.085
2325,0.0,0.0025,0.0075,0.0,0.99
2326,0.5925,0.0,0.01,0.2975,0.1
2327,0.0,0.0,0.0075,0.0,0.9925
2328,0.21,0.0025,0.03,0.6025,0.155
2329,0.8025,0.0,0.0025,0.01,0.185
2330,0.5325,0.0025,0.005,0.2625,0.1975
2331,0.755,0.0025,0.0075,0.0675,0.1675
2332,0.255,0.0,0.025,0.3775,0.3425
2333,0.7375,0.0,0.005,0.2,0.0575
2334,0.4225,0.0,0.0075,0.41,0.16
2335,0.4,0.0175,0.0825,0.19,0.31
2336,0.41,0.0,0.0125,0.2875,0.29
2337,0.305,0.0,0.0025,0.0375,0.655
2338,0.0,0.0,0.005,0.0,0.995
2339,0.655,0.0025,0.0025,0.28,0.06
2340,0.925,0.0,0.0,0.045,0.03
2341,0.5125,0.0,0.0,0.015,0.4725
2342,0.865,0.0,0.0125,0.0425,0.08
2343,0.73,0.0125,0.0175,0.02,0.22
2344,0.48,0.0025,0.0175,0.1425,0.3575
2345,0.6425,0.0,0.015,0.12,0.2225
2346,0.01,0.0075,0.6125,0.0025,0.3675
2347,0.2525,0.0025,0.0475,0.14,0.5575
2348,0.005,0.0325,0.0225,0.02,0.92
2349,0.025,0.045,0.1475,0.045,0.7375
2350,0.0,0.02,0.0225,0.0025,0.955
2351,0.45,0.04,0.01,0.05,0.45
2352,0.8125,0.0,0.0,0.045,0.1425
2353,0.685,0.0,0.045,0.1425,0.1275
2354,0.0425,0.03,0.19,0.0175,0.72
2355,0.653333333333,0.0,0.025,0.191666666667,0.13
2356,0.285,0.0,0.0525,0.5875,0.075
2357,0.365,0.0,0.01,0.27,0.355
2358,0.375,0.0225,0.03,0.0075,0.565
2359,0.86,0.0,0.0075,0.025,0.1075
2360,0.35,0.0025,0.1075,0.165,0.375
2361,0.3375,0.0075,0.0025,0.39,0.2625
2362,0.64,0.0,0.0075,0.0475,0.305
2363,0.4975,0.0,0.0075,0.235,0.26
2364,0.9775,0.0,0.0,0.0225,0.0
2365,0.67,0.0,0.0025,0.2475,0.08
2366,0.5725,0.0,0.045,0.225,0.1575
2367,0.0725,0.0,0.1275,0.4225,0.3775
2368,0.945,0.0,0.0,0.02,0.035
2369,0.7075,0.0,0.0125,0.2475,0.0325
2370,0.255,0.0,0.0,0.1625,0.5825
2371,0.74,0.0,0.0025,0.0175,0.24
2372,0.4,0.0025,0.025,0.3975,0.175
2373,0.0025,0.0025,0.0675,0.01,0.9175
2374,0.705,0.0,0.04,0.1575,0.0975
2375,0.7475,0.0,0.0,0.1,0.1525
2376,0.581,0.0,0.0,0.389,0.03
2377,0.6825,0.0225,0.015,0.2175,0.0625
2378,0.52,0.0025,0.0075,0.26,0.21
2379,0.39,0.0,0.1375,0.4325,0.04
2380,0.0,0.0,0.0025,0.0,0.9975
2381,0.7025,0.0,0.02,0.0775,0.2
2382,0.06,0.0,0.0725,0.155,0.7125
2383,0.29,0.0,0.09,0.4375,0.1825
2384,0.8175,0.0,0.0,0.115,0.0675
2385,0.005,0.0125,0.29,0.0025,0.69
2386,0.6025,0.0,0.075,0.205,0.1175
2387,0.875833333333,0.0,0.0,0.01,0.114166666667
2388,0.369666666667,0.0,0.0475,0.557833333333,0.025
2389,0.0,0.005,0.01,0.0025,0.9825
2390,0.6275,0.01,0.1025,0.085,0.175
2391,0.2375,0.0,0.03,0.6175,0.115
2392,0.3,0.0,0.0125,0.125,0.5625
2393,0.165,0.005,0.05,0.5075,0.2725
2394,0.1825,0.0,0.0275,0.41,0.38
2395,0.0,0.0025,0.0125,0.0,0.985
2396,0.46,0.0,0.0,0.075,0.465
2397,0.005,0.0325,0.335,0.0,0.6275
2398,0.02,0.0125,0.0525,0.015,0.9
2399,0.6525,0.0,0.135,0.18,0.0325
2400,0.841041666667,0.005,0.005,0.0225,0.126458333333
2401,0.3225,0.0125,0.1775,0.3175,0.17
2402,0.7625,0.0,0.0075,0.1875,0.0425
2403,0.635,0.0,0.03,0.18375,0.15125
2404,0.4825,0.0,0.0025,0.47,0.045
2405,0.4575,0.0,0.0025,0.12,0.42
2406,0.53,0.0,0.0,0.0475,0.4225
2407,0.757875,0.0,0.0025,0.197125,0.0425
2408,0.658333333333,0.0025,0.0025,0.169375,0.167291666667
2409,0.0,0.0,0.0125,0.0465833333333,0.940916666667
2410,0.17,0.0,0.1525,0.0725,0.605
2411,0.625,0.0,0.0,0.32,0.055
2412,0.33,0.0,0.08,0.2325,0.3575
2413,0.0225,0.0225,0.08,0.0125,0.8625
2414,0.245,0.0,0.005,0.61,0.14
2415,0.8425,0.0,0.0,0.04,0.1175
2416,0.995,0.0,0.0,0.005,0.0
2417,0.02,0.005,0.5825,0.09,0.3025
2418,0.02,0.025,0.155,0.0075,0.7925
2419,0.16,0.0,0.0325,0.3925,0.415
2420,0.1975,0.0,0.09,0.5125,0.2
2421,0.0125,0.0025,0.4225,0.005,0.5575
2422,0.645,0.0025,0.0,0.295,0.0575
2423,0.9825,0.0,0.0,0.0075,0.01
2424,0.36,0.0,0.0225,0.450208333333,0.167291666667
2425,0.03,0.0,0.0975,0.46,0.4125
2426,0.21,0.0,0.06,0.5825,0.1475
2427,0.0,0.0,0.0325,0.0,0.9675
2428,0.68,0.0,0.01,0.265,0.045
2429,0.584166666667,0.0,0.02,0.320833333333,0.075
2430,0.9875,0.0,0.0,0.0025,0.01
2431,0.780785714286,0.0,0.0,0.0325,0.186714285714
2432,0.8975,0.0025,0.015,0.015,0.07
2433,0.835,0.0,0.0,0.1425,0.0225
2434,0.2725,0.05,0.0425,0.0125,0.6225
2435,0.79,0.0,0.0025,0.0425,0.165
2436,0.0275,0.0275,0.28,0.025,0.64
2437,0.9425,0.0,0.015,0.01,0.0325
2438,0.21,0.0,0.1825,0.355,0.2525
2439,0.995,0.0,0.005,0.0,0.0
2440,0.1525,0.0025,0.0825,0.2,0.5625
2441,0.31,0.0,0.2,0.39,0.1
2442,0.31,0.0,0.02,0.59,0.08
2443,0.0925,0.0,0.005,0.0,0.9025
2444,0.36,0.0,0.0025,0.535,0.1025
2445,0.0225,0.0025,0.3425,0.0025,0.63
2446,0.2875,0.0225,0.06,0.4775,0.1525
2447,0.881458333333,0.015,0.0,0.0025,0.101041666667
2448,0.9675,0.0,0.0,0.0,0.0325
2449,0.915,0.0,0.0025,0.0,0.0825
2450,0.4875,0.025,0.13,0.06,0.2975
2451,0.0125,0.0,0.4775,0.4,0.11
2452,0.0025,0.0,0.0175,0.0025,0.9775
2453,0.0025,0.015,0.0908333333333,0.09,0.801666666667
2454,0.5625,0.0,0.0225,0.185,0.23
2455,0.5825,0.0,0.0075,0.1925,0.2175
2456,0.9575,0.0,0.0,0.0275,0.015
2457,0.0025,0.0375,0.205,0.0,0.755
2458,0.5125,0.0,0.0075,0.0225,0.4575
2459,0.0,0.0,0.0225,0.1525,0.825
2460,0.82,0.0,0.0,0.065,0.115
2461,0.6775,0.0,0.0675,0.0620833333333,0.192916666667
2462,0.4525,0.0,0.0475,0.455,0.045
2463,0.8775,0.0,0.0,0.0525,0.07
2464,0.7075,0.0,0.0025,0.0725,0.2175
2465,0.7375,0.0,0.045,0.15,0.0675
2466,0.96,0.0,0.0,0.0025,0.0375
2467,0.93,0.0125,0.0,0.005,0.0525
2468,0.0,0.065,0.01,0.0,0.925
2469,0.8575,0.0,0.005,0.1,0.0375
2470,0.97,0.0,0.0,0.02,0.01
2471,0.18,0.0,0.0075,0.115,0.6975
2472,0.93375,0.0,0.0075,0.025,0.03375
2473,0.9075,0.0,0.0075,0.0325,0.0525
2474,0.5875,0.0,0.075,0.165,0.1725
2475,0.275,0.0,0.1525,0.425,0.1475
2476,0.0,0.0,0.015,0.015,0.97
2477,0.015,0.0,0.2425,0.6,0.1425
2478,0.005,0.0325,0.3725,0.0,0.59
2479,0.115,0.0025,0.02,0.18,0.6825
2480,0.3375,0.0,0.045,0.11,0.5075
2481,0.3575,0.0,0.27,0.3175,0.055
2482,0.3675,0.0025,0.03,0.0,0.6
2483,0.08,0.0025,0.0,0.125,0.7925
2484,0.0,0.04,0.1,0.0,0.86
2485,0.8075,0.0,0.0,0.155,0.0375
2486,0.5875,0.0,0.0075,0.2275,0.1775
2487,0.7175,0.0,0.0075,0.2325,0.0425
2488,0.6375,0.0,0.0775,0.215,0.07
2489,0.0,0.005,0.0225,0.00125,0.97125
2490,0.775,0.0,0.005,0.0675,0.1525
2491,0.5075,0.0,0.04,0.075,0.3775
2492,0.685,0.0,0.02,0.205,0.09
